"subj_code","condition","desktop_conf","attent_conf","confirmations_correct","intro_check","intro_check_correct","structure","first_object","learn_check_left","learn_check_left_correct","learn_check_right","learn_check_right_correct","learn_check_structure","learn_check_structure_correct","left_caused_rating","right_caused_rating","left_maintained_rating","right_maintained_rating","timing_check","timing_check_correct","recorded_at","age","gender","tech_issues","learn_check_correct"
"CpdLf2jG58h2",1,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","stable","left","3: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: For a female to turn purple, a male must come close to her. Once this has happened, she remains purple permanently, even if a male squid swims away from her again.","correct",10,10,0,10,"The left male swam to the female first.","correct","2024-12-13 15:14:43",55,"2: female",NA,"correct"
"Io9c56B0QPJw",2,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","stable","right","3: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: For a female to turn purple, a male must come close to her. Once this has happened, she remains purple permanently, even if a male squid swims away from her again.","correct",0,10,1,8,"The right male swam to the female first.","correct","2024-12-13 15:14:44",43,"2: female",NA,"correct"
"9vlxlOXI7lgO",6,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","reversible","right","2: When the left male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: When the right male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, she immediately turns back to her natural brown.","correct",0,10,10,0,"The right male swam to the female first.","correct","2024-12-13 15:14:50",57,"2: female",NA,"correct"
"3TAlWzd2oA0C",3,"1: I confirm","1: I will take it seriously","correct","1: A little squid swam from the left to the right.","incorrect","unstable","left","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","2: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, she immediately turns back to her natural brown.","incorrect",10,0,0,10,"The left male swam to the female first.","correct","2024-12-13 15:16:03",21,"2: female",NA,"correct"
"F56G3AX9NgJ0",3,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","unstable","left","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, her colors immediately fade and she becomes pale and grey.","correct",10,0,1,10,"The left male swam to the female first.","correct","2024-12-13 19:00:17",41,"2: female",NA,"correct"
"BpOJDEEMIvft",3,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","unstable","left","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, her colors immediately fade and she becomes pale and grey.","correct",10,0,10,10,"The left male swam to the female first.","correct","2024-12-13 19:00:21",38,"2: female",NA,"correct"
"FjI1CqYX8Ehj",3,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","unstable","left","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, her colors immediately fade and she becomes pale and grey.","correct",10,1,2,10,"The left male swam to the female first.","correct","2024-12-13 19:00:27",21,"1: male",NA,"correct"
"f5F7Wu3oW7RR",3,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","unstable","left","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, her colors immediately fade and she becomes pale and grey.","correct",10,0,0,10,"The left male swam to the female first.","correct","2024-12-13 19:00:28",18,"2: female","no","correct"
"4ehQXerIIn75",3,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","unstable","left","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, her colors immediately fade and she becomes pale and grey.","correct",10,0,4,10,"The left male swam to the female first.","correct","2024-12-13 19:00:36",39,"1: male","no errors","correct"
"IvmL1lHg5BVv",3,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","unstable","left","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, her colors immediately fade and she becomes pale and grey.","correct",10,4,3,10,"The left male swam to the female first.","correct","2024-12-13 19:00:56",28,"2: female","none","correct"
"GNLWb47C9fX2",3,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","unstable","left","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, her colors immediately fade and she becomes pale and grey.","correct",10,3,5,10,"The left male swam to the female first.","correct","2024-12-13 19:02:19",33,"1: male",NA,"correct"
"r3tfZHnRGSDE",3,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","unstable","left","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, her colors immediately fade and she becomes pale and grey.","correct",10,0,0,10,"The left male swam to the female first.","correct","2024-12-13 19:02:58",24,"1: male",NA,"correct"
"S2Ygtta3Gukw",1,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","stable","left","3: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: For a female to turn purple, a male must come close to her. Once this has happened, she remains purple permanently, even if a male squid swims away from her again.","correct",10,0,10,0,"The left male swam to the female first.","correct","2024-12-13 20:17:11",41,"1: male","No errors.","correct"
"ROxhG1oEZ1C5",1,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","stable","left","3: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: For a female to turn purple, a male must come close to her. Once this has happened, she remains purple permanently, even if a male squid swims away from her again.","correct",10,0,2,1,"The left male swam to the female first.","correct","2024-12-13 20:17:14",49,"2: female","none","correct"
"rAUyRK4W7fWM",1,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","stable","left","3: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: For a female to turn purple, a male must come close to her. Once this has happened, she remains purple permanently, even if a male squid swims away from her again.","correct",10,0,3,3,"The left male swam to the female first.","correct","2024-12-13 20:17:18",68,"1: male","No issues","correct"
"6tnfght5vP3D",1,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","stable","left","3: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: For a female to turn purple, a male must come close to her. Once this has happened, she remains purple permanently, even if a male squid swims away from her again.","correct",10,0,0,0,"The left male swam to the female first.","correct","2024-12-13 20:17:30",28,"2: female","No errors. 

But what does 'Adequate' mean? Same meaning as ""necessary""?","correct"
"VmJoPqDIYGL7",2,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","stable","right","3: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","1: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, her colors immediately fade and she becomes pale and grey.","incorrect",2,7,7,2,"The right male swam to the female first.","correct","2024-12-13 20:19:32",34,"1: male","All was oksy","correct"
"xUXS0f8uVYZR",4,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","unstable","right","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, her colors immediately fade and she becomes pale and grey.","correct",2,8,8,2,"The right male swam to the female first.","correct","2024-12-13 20:20:54",40,"2: female",NA,"correct"
"0hzOhMIC3So2",5,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","reversible","left","2: When the left male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: When the right male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, she immediately turns back to her natural brown.","correct",10,0,0,10,"The left male swam to the female first.","correct","2024-12-13 20:22:42",64,"1: male",NA,"correct"
"IjteHQU4zPy1",6,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","reversible","right","2: When the left male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: When the right male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, she immediately turns back to her natural brown.","correct",0,10,10,0,"The right male swam to the female first.","correct","2024-12-13 20:24:52",25,"2: female",NA,"correct"
"UHnxJdYKyE5n",6,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","reversible","right","2: When the left male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: When the right male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, she immediately turns back to her natural brown.","correct",0,10,10,0,"The right male swam to the female first.","correct","2024-12-13 20:25:06",62,"1: male",NA,"correct"
"pFrS1yZb5u1H",2,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","stable","right","3: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: For a female to turn purple, a male must come close to her. Once this has happened, she remains purple permanently, even if a male squid swims away from her again.","correct",5,8,4,7,"The right male swam to the female first.","correct","2024-12-13 20:28:22",21,"1: male",NA,"correct"
"AqhNixakZxR6",4,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","unstable","right","2: When the left male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","incorrect","2: When the right male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","incorrect","2: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, she immediately turns back to her natural brown.","incorrect",5,6,5,5,"The left male swam to the female first.","incorrect","2024-12-13 20:37:43",34,"2: female",NA,"incorrect"
"5cqJyWsx3l6L",2,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","stable","right","3: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: For a female to turn purple, a male must come close to her. Once this has happened, she remains purple permanently, even if a male squid swims away from her again.","correct",0,10,0,0,"The right male swam to the female first.","correct","2024-12-14 14:44:26",22,"2: female","I did not see any errors.","correct"
